kanji,back,tags
麦,<b>Meanings:</b> barley; wheat<br><br><b>On'yomi:</b> バク<br><br><b>Kun'yomi:</b> むぎ<br><br><b>Stats:</b> Strokes: 7 | Radical: 199 | Freq: #1615<br><br><b>Heisig:</b> RTK: #1533 | RTK6: #1653,grade2
箱,<b>Meanings:</b> box; chest; case; bin; railway car<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> はこ<br><br><b>Stats:</b> Strokes: 15 | Radical: 118 | Freq: #1357<br><br><b>Heisig:</b> RTK: #942 | RTK6: #1013,grade3
畑,<b>Meanings:</b> farm; field; garden; one's specialty; (kokuji)<br><br><b>Kun'yomi:</b> はた; はたけ; -ばたけ<br><br><b>Name readings:</b> かま; まま<br><br><b>Stats:</b> Strokes: 9 | Radical: 102 | Freq: #1176<br><br><b>Heisig:</b> RTK: #166 | RTK6: #178,grade3
判,<b>Meanings:</b> judgement; judgment; signature; stamp; seal<br><br><b>On'yomi:</b> ハン; バン<br><br><b>Kun'yomi:</b> わか.る<br><br><b>Stats:</b> Strokes: 7 | Radical: 18 | Freq: #197<br><br><b>Heisig:</b> RTK: #1205 | RTK6: #1289,grade5
反,<b>Meanings:</b> anti-<br><br><b>On'yomi:</b> ハン; ホン; タン; ホ<br><br><b>Kun'yomi:</b> そ.る; そ.らす; かえ.す; かえ.る; -かえ.る<br><br><b>Name readings:</b> そり; た<br><br><b>Stats:</b> Strokes: 4 | Radical: 29 | Freq: #191<br><br><b>Heisig:</b> RTK: #722 | RTK6: #779,grade3
板,<b>Meanings:</b> plank; board; plate; stage<br><br><b>On'yomi:</b> ハン; バン<br><br><b>Kun'yomi:</b> いた<br><br><b>Stats:</b> Strokes: 8 | Radical: 75 | Freq: #926<br><br><b>Heisig:</b> RTK: #724 | RTK6: #781,grade3
版,<b>Meanings:</b> printing block; printing plate; edition; impression; label<br><br><b>On'yomi:</b> ハン<br><br><b>Stats:</b> Strokes: 8 | Radical: 91 | Freq: #802<br><br><b>Heisig:</b> RTK: #1213 | RTK6: #1298,grade5
犯,<b>Meanings:</b> crime; sin; offense<br><br><b>On'yomi:</b> ハン; ボン<br><br><b>Kun'yomi:</b> おか.す<br><br><b>Stats:</b> Strokes: 5 | Radical: 94 | Freq: #874<br><br><b>Heisig:</b> RTK: #1414 | RTK6: #1517,grade5
晩,<b>Meanings:</b> nightfall; night<br><br><b>On'yomi:</b> バン<br><br><b>Stats:</b> Strokes: 12 | Radical: 72 | Freq: #1424<br><br><b>Heisig:</b> RTK: #1974 | RTK6: #2128,grade6
番,<b>Meanings:</b> turn; number in a series<br><br><b>On'yomi:</b> バン<br><br><b>Kun'yomi:</b> つが.い<br><br><b>Name readings:</b> は; ま<br><br><b>Stats:</b> Strokes: 12 | Radical: 102 | Freq: #348<br><br><b>Heisig:</b> RTK: #1909 | RTK6: #2058,grade2
否,<b>Meanings:</b> negate; no; noes; refuse; decline; deny<br><br><b>On'yomi:</b> ヒ<br><br><b>Kun'yomi:</b> いな; いや<br><br><b>Stats:</b> Strokes: 7 | Radical: 30 | Freq: #561<br><br><b>Heisig:</b> RTK: #1218 | RTK6: #1303,grade6
悲,<b>Meanings:</b> grieve; sad; deplore; regret<br><br><b>On'yomi:</b> ヒ<br><br><b>Kun'yomi:</b> かな.しい; かな.しむ<br><br><b>Stats:</b> Strokes: 12 | Radical: 61 | Freq: #1014<br><br><b>Heisig:</b> RTK: #1635 | RTK6: #1763,grade3
批,<b>Meanings:</b> criticism; strike<br><br><b>On'yomi:</b> ヒ<br><br><b>Stats:</b> Strokes: 7 | Radical: 64 | Freq: #568<br><br><b>Heisig:</b> RTK: #649 | RTK6: #701,grade6
比,<b>Meanings:</b> compare; race; ratio; Philippines<br><br><b>On'yomi:</b> ヒ<br><br><b>Kun'yomi:</b> くら.べる<br><br><b>Name readings:</b> い; ぴっ<br><br><b>Stats:</b> Strokes: 4 | Radical: 81 | Freq: #329<br><br><b>Heisig:</b> RTK: #447 | RTK6: #482,grade5
皮,<b>Meanings:</b> pelt; skin; hide; leather; skin radical (no. 107)<br><br><b>On'yomi:</b> ヒ<br><br><b>Kun'yomi:</b> かわ<br><br><b>Stats:</b> Strokes: 5 | Radical: 107 | Freq: #1092<br><br><b>Heisig:</b> RTK: #802 | RTK6: #865,grade3
費,<b>Meanings:</b> expense; cost; spend; consume; waste<br><br><b>On'yomi:</b> ヒ<br><br><b>Kun'yomi:</b> つい.やす; つい.える<br><br><b>Stats:</b> Strokes: 12 | Radical: 154 | Freq: #321<br><br><b>Heisig:</b> RTK: #1238 | RTK6: #1326,grade5
非,<b>Meanings:</b> un-; mistake; negative; injustice; non-<br><br><b>On'yomi:</b> ヒ<br><br><b>Kun'yomi:</b> あら.ず<br><br><b>Stats:</b> Strokes: 8 | Radical: 175 | Freq: #472<br><br><b>Heisig:</b> RTK: #1632 | RTK6: #1760,grade5
飛,<b>Meanings:</b> fly; skip (pages); scatter<br><br><b>On'yomi:</b> ヒ<br><br><b>Kun'yomi:</b> と.ぶ; と.ばす; -と.ばす<br><br><b>Name readings:</b> あす; とび<br><br><b>Stats:</b> Strokes: 9 | Radical: 183 | Freq: #580<br><br><b>Heisig:</b> RTK: #1887 | RTK6: #2032,grade4
備,<b>Meanings:</b> equip; provision; preparation<br><br><b>On'yomi:</b> ビ<br><br><b>Kun'yomi:</b> そな.える; そな.わる; つぶさ.に<br><br><b>Name readings:</b> びっ; びん<br><br><b>Stats:</b> Strokes: 12 | Radical: 9 | Freq: #356<br><br><b>Heisig:</b> RTK: #1183 | RTK6: #1267,grade5
美,<b>Meanings:</b> beauty; beautiful<br><br><b>On'yomi:</b> ビ; ミ<br><br><b>Kun'yomi:</b> うつく.しい<br><br><b>Name readings:</b> はる; よし; よしみ; り<br><br><b>Stats:</b> Strokes: 9 | Radical: 123 | Freq: #462<br><br><b>Heisig:</b> RTK: #548 | RTK6: #587,grade3
鼻,<b>Meanings:</b> nose; snout<br><br><b>On'yomi:</b> ビ<br><br><b>Kun'yomi:</b> はな<br><br><b>Stats:</b> Strokes: 14 | Radical: 209 | Freq: #1632<br><br><b>Heisig:</b> RTK: #678 | RTK6: #733,grade3
必,<b>Meanings:</b> invariably; certain; inevitable<br><br><b>On'yomi:</b> ヒツ<br><br><b>Kun'yomi:</b> かなら.ず<br><br><b>Stats:</b> Strokes: 5 | Radical: 61 | Freq: #265<br><br><b>Heisig:</b> RTK: #635 | RTK6: #685,grade4
筆,<b>Meanings:</b> writing brush; writing; painting brush; handwriting<br><br><b>On'yomi:</b> ヒツ<br><br><b>Kun'yomi:</b> ふで<br><br><b>Name readings:</b> はじめ<br><br><b>Stats:</b> Strokes: 12 | Radical: 118 | Freq: #1132<br><br><b>Heisig:</b> RTK: #943 | RTK6: #1014,grade3
標,<b>Meanings:</b> signpost; seal; mark; stamp; imprint; symbol; emblem; trademark; evidence; souvenir; target<br><br><b>On'yomi:</b> ヒョウ<br><br><b>Kun'yomi:</b> しるべ; しるし<br><br><b>Name readings:</b> しべ<br><br><b>Stats:</b> Strokes: 15 | Radical: 75 | Freq: #686<br><br><b>Heisig:</b> RTK: #1608 | RTK6: #1734,grade4
氷,<b>Meanings:</b> icicle; ice; hail; freeze; congeal<br><br><b>On'yomi:</b> ヒョウ<br><br><b>Kun'yomi:</b> こおり; ひ; こお.る<br><br><b>Name readings:</b> すい<br><br><b>Stats:</b> Strokes: 5 | Radical: 85 | Freq: #1450<br><br><b>Heisig:</b> RTK: #131 | RTK6: #138,grade3
表,<b>Meanings:</b> surface; table; chart; diagram<br><br><b>On'yomi:</b> ヒョウ<br><br><b>Kun'yomi:</b> おもて; -おもて; あらわ.す; あらわ.れる; あら.わす<br><br><b>Stats:</b> Strokes: 8 | Radical: 145 | Freq: #77<br><br><b>Heisig:</b> RTK: #1546 | RTK6: #1666,grade3
評,<b>Meanings:</b> evaluate; criticism; comment<br><br><b>On'yomi:</b> ヒョウ<br><br><b>Stats:</b> Strokes: 12 | Radical: 149 | Freq: #454<br><br><b>Heisig:</b> RTK: #1487 | RTK6: #1599,grade5
秒,<b>Meanings:</b> second (1/60 minute)<br><br><b>On'yomi:</b> ビョウ<br><br><b>Stats:</b> Strokes: 9 | Radical: 115 | Freq: #1015<br><br><b>Heisig:</b> RTK: #899 | RTK6: #965,grade3
貧,<b>Meanings:</b> poverty; poor<br><br><b>On'yomi:</b> ヒン; ビン<br><br><b>Kun'yomi:</b> まず.しい<br><br><b>Stats:</b> Strokes: 11 | Radical: 154 | Freq: #1211<br><br><b>Heisig:</b> RTK: #782 | RTK6: #845,grade5
付,<b>Meanings:</b> adhere; attach; refer to; append<br><br><b>On'yomi:</b> フ<br><br><b>Kun'yomi:</b> つ.ける; -つ.ける; -づ.ける; つ.け; つ.け-; -つ.け; -づ.け; -づけ; つ.く; -づ.く; つ.き; -つ.き; -つき; -づ.き; -づき<br><br><b>Name readings:</b> つけ<br><br><b>Stats:</b> Strokes: 5 | Radical: 9 | Freq: #322<br><br><b>Heisig:</b> RTK: #1000 | RTK6: #1075,grade4
夫,<b>Meanings:</b> husband; man<br><br><b>On'yomi:</b> フ; フウ; ブ<br><br><b>Kun'yomi:</b> おっと; それ<br><br><b>Name readings:</b> お; と; ゆう; よ<br><br><b>Stats:</b> Strokes: 4 | Radical: 37 | Freq: #335<br><br><b>Heisig:</b> RTK: #838 | RTK6: #901,grade4
婦,<b>Meanings:</b> lady; woman; wife; bride<br><br><b>On'yomi:</b> フ<br><br><b>Kun'yomi:</b> よめ<br><br><b>Name readings:</b> ね<br><br><b>Stats:</b> Strokes: 11 | Radical: 38 | Freq: #671<br><br><b>Heisig:</b> RTK: #1151 | RTK6: #1234,grade5
富,<b>Meanings:</b> wealth; enrich; abundant<br><br><b>On'yomi:</b> フ; フウ<br><br><b>Kun'yomi:</b> と.む; とみ<br><br><b>Name readings:</b> と; とん; ふっ<br><br><b>Stats:</b> Strokes: 12 | Radical: 40 | Freq: #644<br><br><b>Heisig:</b> RTK: #193 | RTK6: #205,grade4
布,<b>Meanings:</b> linen; cloth; spread; distribute<br><br><b>On'yomi:</b> フ; ホ<br><br><b>Kun'yomi:</b> ぬの; し.く; きれ<br><br><b>Name readings:</b> う; の; ほ<br><br><b>Stats:</b> Strokes: 5 | Radical: 50 | Freq: #877<br><br><b>Heisig:</b> RTK: #405 | RTK6: #433,grade5
府,<b>Meanings:</b> borough; urban prefecture; govt office; representative body; storehouse<br><br><b>On'yomi:</b> フ<br><br><b>Name readings:</b> い; う; お; はん<br><br><b>Stats:</b> Strokes: 8 | Radical: 53 | Freq: #170<br><br><b>Heisig:</b> RTK: #1002 | RTK6: #1077,grade4
負,<b>Meanings:</b> defeat; negative; -; minus; bear; owe; assume a responsibility<br><br><b>On'yomi:</b> フ<br><br><b>Kun'yomi:</b> ま.ける; ま.かす; お.う<br><br><b>Stats:</b> Strokes: 9 | Radical: 154 | Freq: #443<br><br><b>Heisig:</b> RTK: #63 | RTK6: #67,grade3
武,<b>Meanings:</b> warrior; military; chivalry; arms<br><br><b>On'yomi:</b> ブ; ム<br><br><b>Kun'yomi:</b> たけ; たけ.し<br><br><b>Name readings:</b> う; お; たけし; たけん; ん<br><br><b>Stats:</b> Strokes: 8 | Radical: 77 | Freq: #387<br><br><b>Heisig:</b> RTK: #377 | RTK6: #403,grade5
部,<b>Meanings:</b> section; bureau; dept; class; copy; part; portion; counter for copies of a newspaper or magazine<br><br><b>On'yomi:</b> ブ<br><br><b>Kun'yomi:</b> -べ<br><br><b>Name readings:</b> とり; ふ; ぺ; ま<br><br><b>Stats:</b> Strokes: 11 | Radical: 163 | Freq: #36<br><br><b>Heisig:</b> RTK: #1845 | RTK6: #1988,grade3
副,<b>Meanings:</b> vice-; assistant; aide; duplicate; copy<br><br><b>On'yomi:</b> フク<br><br><b>Name readings:</b> そい; そえ<br><br><b>Stats:</b> Strokes: 11 | Radical: 18 | Freq: #360<br><br><b>Heisig:</b> RTK: #89 | RTK6: #93,grade4
復,<b>Meanings:</b> restore; return to; revert; resume<br><br><b>On'yomi:</b> フク<br><br><b>Kun'yomi:</b> また<br><br><b>Stats:</b> Strokes: 12 | Radical: 60 | Freq: #438<br><br><b>Heisig:</b> RTK: #875 | RTK6: #940,grade5
福,<b>Meanings:</b> blessing; fortune; luck; wealth<br><br><b>On'yomi:</b> フク<br><br><b>Name readings:</b> とし; とみ; ふ; ふき; ふっ; ぼく; よし<br><br><b>Stats:</b> Strokes: 13 | Radical: 113 | Freq: #467<br><br><b>Heisig:</b> RTK: #1090 | RTK6: #1171,grade3
腹,<b>Meanings:</b> abdomen; belly; stomach<br><br><b>On'yomi:</b> フク<br><br><b>Kun'yomi:</b> はら<br><br><b>Stats:</b> Strokes: 13 | Radical: 130 | Freq: #1286<br><br><b>Heisig:</b> RTK: #464 | RTK6: #503,grade6
複,<b>Meanings:</b> duplicate; double; compound; multiple<br><br><b>On'yomi:</b> フク<br><br><b>Stats:</b> Strokes: 14 | Radical: 145 | Freq: #915<br><br><b>Heisig:</b> RTK: #465 | RTK6: #504,grade5
仏,<b>Meanings:</b> Buddha; the dead; France<br><br><b>On'yomi:</b> ブツ; フツ<br><br><b>Kun'yomi:</b> ほとけ<br><br><b>Stats:</b> Strokes: 4 | Radical: 9 | Freq: #819<br><br><b>Heisig:</b> RTK: #964 | RTK6: #1037,grade5
粉,<b>Meanings:</b> flour; powder; dust<br><br><b>On'yomi:</b> フン<br><br><b>Kun'yomi:</b> デシメートル; こ; こな<br><br><b>Stats:</b> Strokes: 10 | Radical: 119 | Freq: #1484<br><br><b>Heisig:</b> RTK: #920 | RTK6: #988,grade5
兵,<b>Meanings:</b> soldier; private; troops; army; warfare; strategy; tactics<br><br><b>On'yomi:</b> ヘイ; ヒョウ<br><br><b>Kun'yomi:</b> つわもの<br><br><b>Name readings:</b> へ<br><br><b>Stats:</b> Strokes: 7 | Radical: 12 | Freq: #522<br><br><b>Heisig:</b> RTK: #1331 | RTK6: #1429,grade4
平,<b>Meanings:</b> even; flat; peace<br><br><b>On'yomi:</b> ヘイ; ビョウ; ヒョウ<br><br><b>Kun'yomi:</b> たい.ら; たい.らげる; ひら<br><br><b>Name readings:</b> たいら; たら; はち; ひ; ひとし; へ; へん<br><br><b>Stats:</b> Strokes: 5 | Radical: 51 | Freq: #128<br><br><b>Heisig:</b> RTK: #1484 | RTK6: #1596,grade3
並,<b>Meanings:</b> row; and; besides; as well as; line up; rank with; rival; equal<br><br><b>On'yomi:</b> ヘイ; ホウ<br><br><b>Kun'yomi:</b> な.み; なみ; なら.べる; なら.ぶ; なら.びに<br><br><b>Name readings:</b> なび<br><br><b>Stats:</b> Strokes: 8 | Radical: 1 | Freq: #599<br><br><b>Heisig:</b> RTK: #1785 | RTK6: #1924,grade6
閉,<b>Meanings:</b> closed; shut<br><br><b>On'yomi:</b> ヘイ<br><br><b>Kun'yomi:</b> と.じる; と.ざす; し.める; し.まる; た.てる<br><br><b>Name readings:</b> へ<br><br><b>Stats:</b> Strokes: 11 | Radical: 169 | Freq: #951<br><br><b>Heisig:</b> RTK: #1623 | RTK6: #1751,grade6
米,<b>Meanings:</b> rice; USA; metre<br><br><b>On'yomi:</b> ベイ; マイ; メエトル<br><br><b>Kun'yomi:</b> こめ; よね<br><br><b>Name readings:</b> は; べ; まべ; め; よ; よな; よの; よま<br><br><b>Stats:</b> Strokes: 6 | Radical: 119 | Freq: #61<br><br><b>Heisig:</b> RTK: #919 | RTK6: #987,grade2
変,<b>Meanings:</b> unusual; change; strange<br><br><b>On'yomi:</b> ヘン<br><br><b>Kun'yomi:</b> か.わる; か.わり; か.える<br><br><b>Stats:</b> Strokes: 9 | Radical: 34 | Freq: #238<br><br><b>Heisig:</b> RTK: #1745 | RTK6: #1882,grade4
片,<b>Meanings:</b> one-sided; leaf; sheet; right-side kata radical (no. 91)<br><br><b>On'yomi:</b> ヘン<br><br><b>Kun'yomi:</b> かた-; かた<br><br><b>Stats:</b> Strokes: 4 | Radical: 91 | Freq: #1076<br><br><b>Heisig:</b> RTK: #1212 | RTK6: #1297,grade6
編,<b>Meanings:</b> compilation; knit; plait; braid; twist; editing; completed poem; part of a book<br><br><b>On'yomi:</b> ヘン<br><br><b>Kun'yomi:</b> あ.む; -あ.み<br><br><b>Stats:</b> Strokes: 15 | Radical: 120 | Freq: #591<br><br><b>Heisig:</b> RTK: #1825 | RTK6: #1966,grade5
辺,<b>Meanings:</b> environs; boundary; border; vicinity<br><br><b>On'yomi:</b> ヘン<br><br><b>Kun'yomi:</b> あた.り; ほと.り; -べ<br><br><b>Name readings:</b> なべ<br><br><b>Stats:</b> Strokes: 5 | Radical: 162 | Freq: #428<br><br><b>Heisig:</b> RTK: #284 | RTK6: #302,grade4
返,<b>Meanings:</b> return; answer; fade; repay<br><br><b>On'yomi:</b> ヘン<br><br><b>Kun'yomi:</b> かえ.す; -かえ.す; かえ.る; -かえ.る<br><br><b>Stats:</b> Strokes: 7 | Radical: 162 | Freq: #685<br><br><b>Heisig:</b> RTK: #725 | RTK6: #782,grade3
保,<b>Meanings:</b> protect; guarantee; keep; preserve; sustain; support<br><br><b>On'yomi:</b> ホ; ホウ<br><br><b>Kun'yomi:</b> たも.つ<br><br><b>Name readings:</b> う; お; ぶ; もり; やす; やすし<br><br><b>Stats:</b> Strokes: 9 | Radical: 9 | Freq: #146<br><br><b>Heisig:</b> RTK: #997 | RTK6: #1072,grade5
補,<b>Meanings:</b> supplement; supply; make good; offset; compensate; assistant; learner<br><br><b>On'yomi:</b> ホ<br><br><b>Kun'yomi:</b> おぎな.う<br><br><b>Stats:</b> Strokes: 12 | Radical: 145 | Freq: #332<br><br><b>Heisig:</b> RTK: #1840 | RTK6: #1983,grade6
暮,<b>Meanings:</b> evening; twilight; season's end; livelihood; make a living; spend time<br><br><b>On'yomi:</b> ボ<br><br><b>Kun'yomi:</b> く.れる; く.らす<br><br><b>Name readings:</b> ぐらし; ぐれ; ぽ<br><br><b>Stats:</b> Strokes: 14 | Radical: 72 | Freq: #978<br><br><b>Heisig:</b> RTK: #232 | RTK6: #247,grade6
包,<b>Meanings:</b> wrap; pack up; cover; conceal<br><br><b>On'yomi:</b> ホウ<br><br><b>Kun'yomi:</b> つつ.む; くる.む<br><br><b>Name readings:</b> お; かね<br><br><b>Stats:</b> Strokes: 5 | Radical: 20 | Freq: #954<br><br><b>Heisig:</b> RTK: #530 | RTK6: #569,grade4
報,<b>Meanings:</b> report; news; reward; retribution<br><br><b>On'yomi:</b> ホウ<br><br><b>Kun'yomi:</b> むく.いる<br><br><b>Stats:</b> Strokes: 12 | Radical: 32 | Freq: #167<br><br><b>Heisig:</b> RTK: #1507 | RTK6: #1625,grade5
宝,<b>Meanings:</b> treasure; wealth; valuables<br><br><b>On'yomi:</b> ホウ<br><br><b>Kun'yomi:</b> たから<br><br><b>Name readings:</b> ほ<br><br><b>Stats:</b> Strokes: 8 | Radical: 40 | Freq: #1139<br><br><b>Heisig:</b> RTK: #257 | RTK6: #273,grade6
放,<b>Meanings:</b> set free; release; fire; shoot; emit; banish; liberate<br><br><b>On'yomi:</b> ホウ<br><br><b>Kun'yomi:</b> はな.す; -っぱな.し; はな.つ; はな.れる; こ.く; ほう.る<br><br><b>Name readings:</b> はなれ<br><br><b>Stats:</b> Strokes: 8 | Radical: 66 | Freq: #288<br><br><b>Heisig:</b> RTK: #496 | RTK6: #535,grade3
法,<b>Meanings:</b> method; law; rule; principle; model; system<br><br><b>On'yomi:</b> ホウ; ハッ; ホッ; フラン<br><br><b>Kun'yomi:</b> のり<br><br><b>Name readings:</b> ほ<br><br><b>Stats:</b> Strokes: 8 | Radical: 85 | Freq: #100<br><br><b>Heisig:</b> RTK: #751 | RTK6: #813,grade4
訪,<b>Meanings:</b> call on; visit; look up; offer sympathy<br><br><b>On'yomi:</b> ホウ<br><br><b>Kun'yomi:</b> おとず.れる; たず.ねる; と.う<br><br><b>Name readings:</b> わ<br><br><b>Stats:</b> Strokes: 11 | Radical: 149 | Freq: #372<br><br><b>Heisig:</b> RTK: #495 | RTK6: #534,grade6
豊,<b>Meanings:</b> bountiful; excellent; rich<br><br><b>On'yomi:</b> ホウ; ブ<br><br><b>Kun'yomi:</b> ゆた.か; とよ<br><br><b>Name readings:</b> て; で; と; ひろし; ふう; ぶん; ほ; ゆたか<br><br><b>Stats:</b> Strokes: 13 | Radical: 151 | Freq: #762<br><br><b>Heisig:</b> RTK: #1443 | RTK6: #1551,grade5
亡,<b>Meanings:</b> deceased; the late; dying; perish<br><br><b>On'yomi:</b> ボウ; モウ<br><br><b>Kun'yomi:</b> な.い; な.き-; ほろ.びる; ほろ.ぶ; ほろ.ぼす<br><br><b>Stats:</b> Strokes: 3 | Radical: 8 | Freq: #661<br><br><b>Heisig:</b> RTK: #485 | RTK6: #524,grade6
忘,<b>Meanings:</b> forget<br><br><b>On'yomi:</b> ボウ<br><br><b>Kun'yomi:</b> わす.れる<br><br><b>Stats:</b> Strokes: 7 | Radical: 61 | Freq: #1129<br><br><b>Heisig:</b> RTK: #596 | RTK6: #640,grade6
暴,<b>Meanings:</b> outburst; rave; fret; force; violence; cruelty; outrage<br><br><b>On'yomi:</b> ボウ; バク<br><br><b>Kun'yomi:</b> あば.く; あば.れる<br><br><b>Stats:</b> Strokes: 15 | Radical: 72 | Freq: #692<br><br><b>Heisig:</b> RTK: #1801 | RTK6: #1941,grade5
望,<b>Meanings:</b> ambition; full moon; hope; desire; aspire to; expect<br><br><b>On'yomi:</b> ボウ; モウ<br><br><b>Kun'yomi:</b> のぞ.む; もち<br><br><b>Name readings:</b> み; も<br><br><b>Stats:</b> Strokes: 11 | Radical: 74 | Freq: #470<br><br><b>Heisig:</b> RTK: #489 | RTK6: #528,grade4
棒,<b>Meanings:</b> rod; stick; cane; pole; club; line<br><br><b>On'yomi:</b> ボウ<br><br><b>Stats:</b> Strokes: 12 | Radical: 75 | Freq: #1455<br><br><b>Heisig:</b> RTK: #1575 | RTK6: #1697,grade6
貿,<b>Meanings:</b> trade; exchange<br><br><b>On'yomi:</b> ボウ<br><br><b>Stats:</b> Strokes: 12 | Radical: 154 | Freq: #652<br><br><b>Heisig:</b> RTK: #1424 | RTK6: #1529,grade5
防,<b>Meanings:</b> ward off; defend; protect; resist<br><br><b>On'yomi:</b> ボウ<br><br><b>Kun'yomi:</b> ふせ.ぐ<br><br><b>Name readings:</b> あた; う; ほう<br><br><b>Stats:</b> Strokes: 7 | Radical: 170 | Freq: #331<br><br><b>Heisig:</b> RTK: #1302 | RTK6: #1399,grade5
枚,<b>Meanings:</b> sheet of...; counter for flat thin objects or sheets<br><br><b>On'yomi:</b> マイ; バイ<br><br><b>Name readings:</b> ひら<br><br><b>Stats:</b> Strokes: 8 | Radical: 75 | Freq: #911<br><br><b>Heisig:</b> RTK: #332 | RTK6: #354,grade6
末,<b>Meanings:</b> end; close; tip; powder; posterity<br><br><b>On'yomi:</b> マツ; バツ<br><br><b>Kun'yomi:</b> すえ; うら; うれ<br><br><b>Stats:</b> Strokes: 5 | Radical: 75 | Freq: #456<br><br><b>Heisig:</b> RTK: #217 | RTK6: #230,grade4
満,<b>Meanings:</b> full; fullness; enough; satisfy<br><br><b>On'yomi:</b> マン; バン<br><br><b>Kun'yomi:</b> み.ちる; み.つ; み.たす<br><br><b>Name readings:</b> ま; みち; みつ; みつる<br><br><b>Stats:</b> Strokes: 12 | Radical: 85 | Freq: #515<br><br><b>Heisig:</b> RTK: #1169 | RTK6: #1253,grade4
未,<b>Meanings:</b> un-; not yet; hitherto; still; even now; sign of the ram; 1-3PM; eighth sign of Chinese zodiac<br><br><b>On'yomi:</b> ミ; ビ<br><br><b>Kun'yomi:</b> いま.だ; ま.だ; ひつじ<br><br><b>Stats:</b> Strokes: 5 | Radical: 75 | Freq: #650<br><br><b>Heisig:</b> RTK: #216 | RTK6: #229,grade4
務,<b>Meanings:</b> task; duties<br><br><b>On'yomi:</b> ム<br><br><b>Kun'yomi:</b> つと.める<br><br><b>Name readings:</b> つかさ; み<br><br><b>Stats:</b> Strokes: 11 | Radical: 19 | Freq: #111<br><br><b>Heisig:</b> RTK: #1227 | RTK6: #1313,grade5
夢,<b>Meanings:</b> dream; vision; illusion<br><br><b>On'yomi:</b> ム; ボウ<br><br><b>Kun'yomi:</b> ゆめ; ゆめ.みる; くら.い<br><br><b>Stats:</b> Strokes: 13 | Radical: 36 | Freq: #943<br><br><b>Heisig:</b> RTK: #305 | RTK6: #327,grade5
無,<b>Meanings:</b> nothingness; none; ain't; nothing; nil; not<br><br><b>On'yomi:</b> ム; ブ<br><br><b>Kun'yomi:</b> な.い<br><br><b>Stats:</b> Strokes: 12 | Radical: 86 | Freq: #274<br><br><b>Heisig:</b> RTK: #1775 | RTK6: #1913,grade4
命,<b>Meanings:</b> fate; command; decree; destiny; life; appoint<br><br><b>On'yomi:</b> メイ; ミョウ<br><br><b>Kun'yomi:</b> いのち<br><br><b>Stats:</b> Strokes: 8 | Radical: 30 | Freq: #465<br><br><b>Heisig:</b> RTK: #1400 | RTK6: #1502,grade3
迷,<b>Meanings:</b> astray; be perplexed; in doubt; lost; err; illusion<br><br><b>On'yomi:</b> メイ<br><br><b>Kun'yomi:</b> まよ.う<br><br><b>Stats:</b> Strokes: 9 | Radical: 162 | Freq: #942<br><br><b>Heisig:</b> RTK: #924 | RTK6: #992,grade5
鳴,<b>Meanings:</b> chirp; cry; bark; sound; ring; echo; honk<br><br><b>On'yomi:</b> メイ<br><br><b>Kun'yomi:</b> な.く; な.る; な.らす<br><br><b>Name readings:</b> なり; なる<br><br><b>Stats:</b> Strokes: 14 | Radical: 196 | Freq: #1279<br><br><b>Heisig:</b> RTK: #1942 | RTK6: #2092,grade2
綿,<b>Meanings:</b> cotton<br><br><b>On'yomi:</b> メン<br><br><b>Kun'yomi:</b> わた<br><br><b>Name readings:</b> う<br><br><b>Stats:</b> Strokes: 14 | Radical: 120 | Freq: #1495<br><br><b>Heisig:</b> RTK: #1367 | RTK6: #1467,grade5
面,<b>Meanings:</b> mask; face; features; surface<br><br><b>On'yomi:</b> メン; ベン<br><br><b>Kun'yomi:</b> おも; おもて; つら<br><br><b>Name readings:</b> お; ずら; ほおつき; も<br><br><b>Stats:</b> Strokes: 9 | Radical: 176 | Freq: #186<br><br><b>Heisig:</b> RTK: #1892 | RTK6: #2039,grade3
毛,<b>Meanings:</b> fur; hair; feather; down<br><br><b>On'yomi:</b> モウ<br><br><b>Kun'yomi:</b> け<br><br><b>Name readings:</b> めん; も<br><br><b>Stats:</b> Strokes: 4 | Radical: 82 | Freq: #1179<br><br><b>Heisig:</b> RTK: #1913 | RTK6: #2062,grade2
役,<b>Meanings:</b> duty; war; campaign; drafted labor; office; service; role<br><br><b>On'yomi:</b> ヤク; エキ<br><br><b>Name readings:</b> ちゃく<br><br><b>Stats:</b> Strokes: 7 | Radical: 60 | Freq: #315<br><br><b>Heisig:</b> RTK: #884 | RTK6: #949,grade3
約,<b>Meanings:</b> promise; approximately; shrink<br><br><b>On'yomi:</b> ヤク<br><br><b>Kun'yomi:</b> つづ.まる; つづ.める; つづま.やか<br><br><b>Stats:</b> Strokes: 9 | Radical: 120 | Freq: #94<br><br><b>Heisig:</b> RTK: #1362 | RTK6: #1462,grade4
油,<b>Meanings:</b> oil; fat<br><br><b>On'yomi:</b> ユ; ユウ<br><br><b>Kun'yomi:</b> あぶら<br><br><b>Stats:</b> Strokes: 8 | Radical: 85 | Freq: #690<br><br><b>Heisig:</b> RTK: #1107 | RTK6: #1188,grade3
