kanji,back,tags
萩,<b>Meanings:</b> bush clover<br><br><b>On'yomi:</b> シュウ<br><br><b>Kun'yomi:</b> はぎ<br><br><b>Name readings:</b> は<br><br><b>Stats:</b> Strokes: 12 | Radical: 140 | Freq: #1544<br><br><b>Heisig:</b> RTK: #2351 | RTK6: #2439,grade9
伯,<b>Meanings:</b> chief; count; earl; uncle; Brazil<br><br><b>On'yomi:</b> ハク<br><br><b>Name readings:</b> いき; えき; か; き; は; ひろ<br><br><b>Stats:</b> Strokes: 7 | Radical: 9 | Freq: #1741<br><br><b>Heisig:</b> RTK: #967 | RTK6: #1041,grade8
博,<b>Meanings:</b> Dr.; command; esteem; win acclaim; Ph.D.; exposition; fair<br><br><b>On'yomi:</b> ハク; バク<br><br><b>Name readings:</b> ぐれ; と; はか; ひろ<br><br><b>Stats:</b> Strokes: 12 | Radical: 24 | Freq: #794<br><br><b>Heisig:</b> RTK: #47 | RTK6: #48,grade4
拍,<b>Meanings:</b> clap; beat (music)<br><br><b>On'yomi:</b> ハク; ヒョウ<br><br><b>Stats:</b> Strokes: 8 | Radical: 64 | Freq: #1373<br><br><b>Heisig:</b> RTK: #652 | RTK6: #704,grade8
舶,<b>Meanings:</b> liner; ship<br><br><b>On'yomi:</b> ハク<br><br><b>Stats:</b> Strokes: 11 | Radical: 137 | Freq: #1753<br><br><b>Heisig:</b> RTK: #1869 | RTK6: #2013,grade8
迫,<b>Meanings:</b> urge; force; imminent; spur on<br><br><b>On'yomi:</b> ハク<br><br><b>Kun'yomi:</b> せま.る<br><br><b>Name readings:</b> さこ; せ; せこ; はさ; はさま; はざま<br><br><b>Stats:</b> Strokes: 8 | Radical: 162 | Freq: #773<br><br><b>Heisig:</b> RTK: #282 | RTK6: #300,grade8
漠,<b>Meanings:</b> vague; obscure; desert; wide<br><br><b>On'yomi:</b> バク<br><br><b>Stats:</b> Strokes: 13 | Radical: 85 | Freq: #1611<br><br><b>Heisig:</b> RTK: #230 | RTK6: #245,grade8
縛,<b>Meanings:</b> truss; arrest; bind; tie; restrain<br><br><b>On'yomi:</b> バク<br><br><b>Kun'yomi:</b> しば.る<br><br><b>Stats:</b> Strokes: 16 | Radical: 120 | Freq: #1764<br><br><b>Heisig:</b> RTK: #1376 | RTK6: #1476,grade8
肇,<b>Meanings:</b> beginning<br><br><b>On'yomi:</b> チョウ; ジョウ; トウ<br><br><b>Kun'yomi:</b> はじ.める; はじめ<br><br><b>Name readings:</b> とし; ただし; はつ<br><br><b>Stats:</b> Strokes: 14 | Radical: 129 | Freq: #1943<br><br><b>Heisig:</b> RTK: #2893 | RTK6: #2902,grade9
鉢,<b>Meanings:</b> bowl; rice tub; pot; crown<br><br><b>On'yomi:</b> ハチ; ハツ<br><br><b>Stats:</b> Strokes: 13 | Radical: 167 | Freq: #1890<br><br><b>Heisig:</b> RTK: #271 | RTK6: #289,grade8
伐,<b>Meanings:</b> fell; strike; attack; punish<br><br><b>On'yomi:</b> バツ; ハツ; カ; ボチ<br><br><b>Kun'yomi:</b> き.る; そむ.く; う.つ<br><br><b>Stats:</b> Strokes: 6 | Radical: 9 | Freq: #1816<br><br><b>Heisig:</b> RTK: #994 | RTK6: #1069,grade8
罰,<b>Meanings:</b> penalty; punishment<br><br><b>On'yomi:</b> バツ; バチ; ハツ<br><br><b>Kun'yomi:</b> ばっ.する<br><br><b>Stats:</b> Strokes: 14 | Radical: 122 | Freq: #1220<br><br><b>Heisig:</b> RTK: #833 | RTK6: #896,grade8
閥,<b>Meanings:</b> clique; lineage; pedigree; faction; clan<br><br><b>On'yomi:</b> バツ<br><br><b>Stats:</b> Strokes: 14 | Radical: 169 | Freq: #1072<br><br><b>Heisig:</b> RTK: #1619 | RTK6: #1746,grade8
鳩,<b>Meanings:</b> pigeon; dove<br><br><b>On'yomi:</b> キュウ; ク<br><br><b>Kun'yomi:</b> はと; あつ.める<br><br><b>Name readings:</b> やす<br><br><b>Stats:</b> Strokes: 13 | Radical: 196 | Freq: #1637<br><br><b>Heisig:</b> RTK: #1946 | RTK6: #2096,grade9
隼,<b>Meanings:</b> falcon<br><br><b>On'yomi:</b> シュン; ジュン<br><br><b>Kun'yomi:</b> はやぶさ<br><br><b>Name readings:</b> はや<br><br><b>Stats:</b> Strokes: 10 | Radical: 172 | Freq: #2224<br><br><b>Heisig:</b> RTK: #2879 | RTK6: #2891,grade9
伴,<b>Meanings:</b> consort; accompany; bring with; companion<br><br><b>On'yomi:</b> ハン; バン<br><br><b>Kun'yomi:</b> ともな.う<br><br><b>Name readings:</b> とも<br><br><b>Stats:</b> Strokes: 7 | Radical: 9 | Freq: #886<br><br><b>Heisig:</b> RTK: #1203 | RTK6: #1287,grade8
帆,<b>Meanings:</b> sail<br><br><b>On'yomi:</b> ハン<br><br><b>Kun'yomi:</b> ほ<br><br><b>Stats:</b> Strokes: 6 | Radical: 50 | Freq: #1923<br><br><b>Heisig:</b> RTK: #406 | RTK6: #434,grade8
搬,<b>Meanings:</b> conveyor; carry; transport<br><br><b>On'yomi:</b> ハン<br><br><b>Stats:</b> Strokes: 13 | Radical: 64 | Freq: #1664<br><br><b>Heisig:</b> RTK: #1873 | RTK6: #2018,grade8
班,<b>Meanings:</b> squad; corps; unit; group<br><br><b>On'yomi:</b> ハン<br><br><b>Stats:</b> Strokes: 10 | Radical: 96 | Freq: #1592<br><br><b>Heisig:</b> RTK: #1229 | RTK6: #1315,grade6
畔,<b>Meanings:</b> paddy ridge; levee<br><br><b>On'yomi:</b> ハン<br><br><b>Kun'yomi:</b> あぜ; くろ; ほとり<br><br><b>Name readings:</b> ぐろ<br><br><b>Stats:</b> Strokes: 10 | Radical: 102 | Freq: #2049<br><br><b>Heisig:</b> RTK: #1204 | RTK6: #1288,grade8
繁,<b>Meanings:</b> luxuriant; thick; overgrown; frequency; complexity; trouble<br><br><b>On'yomi:</b> ハン<br><br><b>Kun'yomi:</b> しげ.る; しげ.く<br><br><b>Stats:</b> Strokes: 16 | Radical: 120 | Freq: #1198<br><br><b>Heisig:</b> RTK: #1337 | RTK6: #1435,grade8
藩,<b>Meanings:</b> clan; enclosure<br><br><b>On'yomi:</b> ハン<br><br><b>Stats:</b> Strokes: 18 | Radical: 140 | Freq: #1896<br><br><b>Heisig:</b> RTK: #1912 | RTK6: #2061,grade8
範,<b>Meanings:</b> pattern; example; model<br><br><b>On'yomi:</b> ハン<br><br><b>Name readings:</b> のり<br><br><b>Stats:</b> Strokes: 15 | Radical: 118 | Freq: #1088<br><br><b>Heisig:</b> RTK: #1413 | RTK6: #1516,grade8
煩,<b>Meanings:</b> anxiety; trouble; worry; pain; ill; annoy; nuisance; irksome<br><br><b>On'yomi:</b> ハン; ボン<br><br><b>Kun'yomi:</b> わずら.う; わずら.わす; うるさ.がる; うるさ.い<br><br><b>Stats:</b> Strokes: 13 | Radical: 86 | Freq: #2081<br><br><b>Heisig:</b> RTK: #163 | RTK6: #175,grade8
頒,<b>Meanings:</b> distribute; disseminate; partition; understand<br><br><b>On'yomi:</b> ハン<br><br><b>Kun'yomi:</b> わ.かつ; わ.ける<br><br><b>Stats:</b> Strokes: 13 | Radical: 181 | Freq: #2287<br><br><b>Heisig:</b> RTK: #783 | RTK6: #846,grade8
盤,<b>Meanings:</b> tray; shallow bowl; platter; tub; board; phonograph record<br><br><b>On'yomi:</b> バン<br><br><b>Name readings:</b> ち; わ<br><br><b>Stats:</b> Strokes: 15 | Radical: 108 | Freq: #881<br><br><b>Heisig:</b> RTK: #1872 | RTK6: #2017,grade8
蛮,<b>Meanings:</b> barbarian<br><br><b>On'yomi:</b> バン<br><br><b>Kun'yomi:</b> えびす<br><br><b>Stats:</b> Strokes: 12 | Radical: 142 | Freq: #2339<br><br><b>Heisig:</b> RTK: #1747 | RTK6: #1884,grade8
卑,<b>Meanings:</b> lowly; base; vile; vulgar; despise<br><br><b>On'yomi:</b> ヒ<br><br><b>Kun'yomi:</b> いや.しい; いや.しむ; いや.しめる<br><br><b>Stats:</b> Strokes: 9 | Radical: 24 | Freq: #2003<br><br><b>Heisig:</b> RTK: #1511 | RTK6: #1629,grade8
妃,<b>Meanings:</b> queen; princess<br><br><b>On'yomi:</b> ヒ<br><br><b>Kun'yomi:</b> きさき<br><br><b>Name readings:</b> き; ぴ; み<br><br><b>Stats:</b> Strokes: 6 | Radical: 38 | Freq: #1752<br><br><b>Heisig:</b> RTK: #527 | RTK6: #566,grade8
扉,<b>Meanings:</b> front door; title page; front page<br><br><b>On'yomi:</b> ヒ<br><br><b>Kun'yomi:</b> とびら<br><br><b>Stats:</b> Strokes: 12 | Radical: 63 | Freq: #1866<br><br><b>Heisig:</b> RTK: #1638 | RTK6: #1766,grade8
披,<b>Meanings:</b> expose; open<br><br><b>On'yomi:</b> ヒ<br><br><b>Stats:</b> Strokes: 8 | Radical: 64 | Freq: #1438<br><br><b>Heisig:</b> RTK: #805 | RTK6: #868,grade8
斐,<b>Meanings:</b> beautiful; patterned<br><br><b>On'yomi:</b> ヒ; イ<br><br><b>Name readings:</b> あや<br><br><b>Stats:</b> Strokes: 12 | Radical: 67 | Freq: #2103<br><br><b>Heisig:</b> RTK: #2897 | RTK6: #2906,grade9
泌,<b>Meanings:</b> ooze; flow; soak in; penetrate; secrete<br><br><b>On'yomi:</b> ヒツ; ヒ<br><br><b>Stats:</b> Strokes: 8 | Radical: 85 | Freq: #2112<br><br><b>Heisig:</b> RTK: #636 | RTK6: #686,grade8
碑,<b>Meanings:</b> tombstone; monument<br><br><b>On'yomi:</b> ヒ<br><br><b>Kun'yomi:</b> いしぶみ<br><br><b>Stats:</b> Strokes: 14 | Radical: 112 | Freq: #1792<br><br><b>Heisig:</b> RTK: #1512 | RTK6: #1630,grade8
秘,<b>Meanings:</b> secret; conceal<br><br><b>On'yomi:</b> ヒ<br><br><b>Kun'yomi:</b> ひ.める; ひそ.か; かく.す<br><br><b>Stats:</b> Strokes: 10 | Radical: 115 | Freq: #862<br><br><b>Heisig:</b> RTK: #904 | RTK6: #970,grade6
緋,<b>Meanings:</b> scarlet; cardinal<br><br><b>On'yomi:</b> ヒ<br><br><b>Kun'yomi:</b> あけ; あか<br><br><b>Stats:</b> Strokes: 14 | Radical: 120 | Freq: #2443<br><br><b>Heisig:</b> RTK: #2659 | RTK6: #2701,grade9
罷,<b>Meanings:</b> quit; stop; leave; withdraw; go<br><br><b>On'yomi:</b> ヒ<br><br><b>Kun'yomi:</b> まか.り-; や.める<br><br><b>Stats:</b> Strokes: 15 | Radical: 122 | Freq: #2104<br><br><b>Heisig:</b> RTK: #2032 | RTK6: #2188,grade8
肥,<b>Meanings:</b> fertilizer; get fat; fertile; manure; pamper<br><br><b>On'yomi:</b> ヒ<br><br><b>Kun'yomi:</b> こ.える; こえ; こ.やす; こ.やし; ふと.る<br><br><b>Name readings:</b> い; こい; ひえ<br><br><b>Stats:</b> Strokes: 8 | Radical: 130 | Freq: #1469<br><br><b>Heisig:</b> RTK: #1756 | RTK6: #1893,grade5
避,<b>Meanings:</b> evade; avoid; avert; ward off; shirk; shun<br><br><b>On'yomi:</b> ヒ<br><br><b>Kun'yomi:</b> さ.ける; よ.ける<br><br><b>Stats:</b> Strokes: 16 | Radical: 162 | Freq: #756<br><br><b>Heisig:</b> RTK: #1501 | RTK6: #1618,grade8
尾,<b>Meanings:</b> tail; end; counter for fish; lower slope of mountain<br><br><b>On'yomi:</b> ビ<br><br><b>Kun'yomi:</b> お<br><br><b>Stats:</b> Strokes: 7 | Radical: 44 | Freq: #875<br><br><b>Heisig:</b> RTK: #1915 | RTK6: #2064,grade8
微,<b>Meanings:</b> delicate; minuteness; insignificance<br><br><b>On'yomi:</b> ビ<br><br><b>Kun'yomi:</b> かす.か<br><br><b>Name readings:</b> み<br><br><b>Stats:</b> Strokes: 13 | Radical: 60 | Freq: #1108<br><br><b>Heisig:</b> RTK: #889 | RTK6: #954,grade8
眉,<b>Meanings:</b> eyebrow<br><br><b>On'yomi:</b> ビ; ミ<br><br><b>Kun'yomi:</b> まゆ<br><br><b>Stats:</b> Strokes: 9 | Radical: 109 | Freq: #2177<br><br><b>Heisig:</b> RTK: #2583 | RTK6: #2045,grade8
柊,<b>Meanings:</b> holly<br><br><b>On'yomi:</b> シュ; シュウ<br><br><b>Kun'yomi:</b> ひいらぎ<br><br><b>Stats:</b> Strokes: 9 | Radical: 75<br><br><b>Heisig:</b> RTK: #2485 | RTK6: #2548,grade9
彦,<b>Meanings:</b> lad; boy (ancient)<br><br><b>On'yomi:</b> ゲン<br><br><b>Kun'yomi:</b> ひこ<br><br><b>Name readings:</b> よし; こ; ひろ; やす<br><br><b>Stats:</b> Strokes: 9 | Radical: 59 | Freq: #1117<br><br><b>Heisig:</b> RTK: #1716 | RTK6: #1852,grade9
姫,<b>Meanings:</b> princess<br><br><b>On'yomi:</b> キ<br><br><b>Kun'yomi:</b> ひめ; ひめ-<br><br><b>Stats:</b> Strokes: 10 | Radical: 38 | Freq: #1566<br><br><b>Heisig:</b> RTK: #849 | RTK6: #912,grade8
媛,<b>Meanings:</b> beautiful woman; princess<br><br><b>On'yomi:</b> エン<br><br><b>Kun'yomi:</b> ひめ<br><br><b>Stats:</b> Strokes: 12 | Radical: 38 | Freq: #1735<br><br><b>Heisig:</b> RTK: #1950 | RTK6: #2100,grade4
俵,<b>Meanings:</b> bag; bale; sack; counter for bags<br><br><b>On'yomi:</b> ヒョウ<br><br><b>Kun'yomi:</b> たわら<br><br><b>Stats:</b> Strokes: 10 | Radical: 9 | Freq: #1481<br><br><b>Heisig:</b> RTK: #1547 | RTK6: #1667,grade6
彪,<b>Meanings:</b> spotted; mottled; patterned; small tiger<br><br><b>On'yomi:</b> ヒョウ; ヒュウ<br><br><b>Kun'yomi:</b> あや<br><br><b>Name readings:</b> たけし; たけ; あきら; かおる; たけき; つよし; とら<br><br><b>Stats:</b> Strokes: 11 | Radical: 59 | Freq: #2397<br><br><b>Heisig:</b> RTK: #2876,grade9
漂,<b>Meanings:</b> drift; float (on liquid)<br><br><b>On'yomi:</b> ヒョウ<br><br><b>Kun'yomi:</b> ただよ.う<br><br><b>Stats:</b> Strokes: 14 | Radical: 85 | Freq: #1492<br><br><b>Heisig:</b> RTK: #1607 | RTK6: #1733,grade8
票,<b>Meanings:</b> ballot; label; ticket; sign<br><br><b>On'yomi:</b> ヒョウ<br><br><b>Stats:</b> Strokes: 11 | Radical: 113 | Freq: #489<br><br><b>Heisig:</b> RTK: #1606 | RTK6: #1732,grade4
描,<b>Meanings:</b> sketch; compose; write; draw; paint<br><br><b>On'yomi:</b> ビョウ<br><br><b>Kun'yomi:</b> えが.く; か.く<br><br><b>Stats:</b> Strokes: 11 | Radical: 64 | Freq: #876<br><br><b>Heisig:</b> RTK: #670 | RTK6: #723,grade8
苗,<b>Meanings:</b> seedling; sapling; shoot<br><br><b>On'yomi:</b> ビョウ; ミョウ<br><br><b>Kun'yomi:</b> なえ; なわ-<br><br><b>Name readings:</b> ねい; のら; みう; みつ<br><br><b>Stats:</b> Strokes: 8 | Radical: 140 | Freq: #1713<br><br><b>Heisig:</b> RTK: #234 | RTK6: #249,grade8
彬,<b>Meanings:</b> refined; gentle<br><br><b>On'yomi:</b> ヒン; フン<br><br><b>Kun'yomi:</b> うるわ.しい; あき.らか<br><br><b>Name readings:</b> あきら; あき; よし<br><br><b>Stats:</b> Strokes: 11 | Radical: 59 | Freq: #2174<br><br><b>Heisig:</b> RTK: #2529 | RTK6: #2589,grade9
浜,<b>Meanings:</b> seacoast; beach; seashore<br><br><b>On'yomi:</b> ヒン<br><br><b>Kun'yomi:</b> はま<br><br><b>Stats:</b> Strokes: 10 | Radical: 85 | Freq: #645<br><br><b>Heisig:</b> RTK: #1332 | RTK6: #1430,grade8
賓,<b>Meanings:</b> V.I.P.; guest<br><br><b>On'yomi:</b> ヒン<br><br><b>Kun'yomi:</b> まろうど; したがう<br><br><b>Stats:</b> Strokes: 15 | Radical: 154 | Freq: #1677<br><br><b>Heisig:</b> RTK: #511 | RTK6: #550,grade8
頻,<b>Meanings:</b> repeatedly; recur<br><br><b>On'yomi:</b> ヒン<br><br><b>Kun'yomi:</b> しき.りに<br><br><b>Stats:</b> Strokes: 17 | Radical: 181 | Freq: #1590<br><br><b>Heisig:</b> RTK: #373 | RTK6: #399,grade8
敏,<b>Meanings:</b> cleverness; agile; alert<br><br><b>On'yomi:</b> ビン<br><br><b>Kun'yomi:</b> さとい<br><br><b>Name readings:</b> さとし; ちょう; とし; び<br><br><b>Stats:</b> Strokes: 10 | Radical: 66 | Freq: #1042<br><br><b>Heisig:</b> RTK: #459 | RTK6: #498,grade8
瓶,<b>Meanings:</b> bottle; vial; jar; jug; vat; urn<br><br><b>On'yomi:</b> ビン; ヘイ<br><br><b>Kun'yomi:</b> かめ<br><br><b>Name readings:</b> べ; ぺ<br><br><b>Stats:</b> Strokes: 11 | Radical: 98 | Freq: #1528<br><br><b>Heisig:</b> RTK: #1032 | RTK6: #1109,grade8
扶,<b>Meanings:</b> aid; help; assist<br><br><b>On'yomi:</b> フ<br><br><b>Kun'yomi:</b> たす.ける<br><br><b>Stats:</b> Strokes: 7 | Radical: 64 | Freq: #1879<br><br><b>Heisig:</b> RTK: #839 | RTK6: #902,grade8
敷,<b>Meanings:</b> spread; pave; sit; promulgate<br><br><b>On'yomi:</b> フ<br><br><b>Kun'yomi:</b> し.く; -し.き<br><br><b>Name readings:</b> しき; にゅう<br><br><b>Stats:</b> Strokes: 15 | Radical: 66 | Freq: #1212<br><br><b>Heisig:</b> RTK: #1883 | RTK6: #2028,grade8
腐,<b>Meanings:</b> rot; decay; sour<br><br><b>On'yomi:</b> フ<br><br><b>Kun'yomi:</b> くさ.る; -くさ.る; くさ.れる; くさ.れ; くさ.らす; くさ.す<br><br><b>Stats:</b> Strokes: 14 | Radical: 130 | Freq: #1225<br><br><b>Heisig:</b> RTK: #1023 | RTK6: #1099,grade8
芙,<b>Meanings:</b> lotus; Mt Fuji<br><br><b>On'yomi:</b> フ<br><br><b>Name readings:</b> はす<br><br><b>Stats:</b> Strokes: 7 | Radical: 140 | Freq: #2238<br><br><b>Heisig:</b> RTK: #2361 | RTK6: #2447,grade9
譜,<b>Meanings:</b> musical score; music; note; staff; table; genealogy<br><br><b>On'yomi:</b> フ<br><br><b>Stats:</b> Strokes: 19 | Radical: 149 | Freq: #1919<br><br><b>Heisig:</b> RTK: #1787 | RTK6: #1926,grade8
賦,<b>Meanings:</b> levy; ode; prose; poem; tribute; installment<br><br><b>On'yomi:</b> フ; ブ<br><br><b>Name readings:</b> うた<br><br><b>Stats:</b> Strokes: 15 | Radical: 154<br><br><b>Heisig:</b> RTK: #378 | RTK6: #404,grade8
赴,<b>Meanings:</b> proceed; get; become; tend<br><br><b>On'yomi:</b> フ<br><br><b>Kun'yomi:</b> おもむ.く<br><br><b>Stats:</b> Strokes: 9 | Radical: 156 | Freq: #1649<br><br><b>Heisig:</b> RTK: #386 | RTK6: #412,grade8
附,<b>Meanings:</b> affixed; attach; refer to; append<br><br><b>On'yomi:</b> フ<br><br><b>Kun'yomi:</b> つ.ける; つ.く<br><br><b>Name readings:</b> ずき; づけ<br><br><b>Stats:</b> Strokes: 8 | Radical: 170 | Freq: #2396<br><br><b>Heisig:</b> RTK: #1303 | RTK6: #1400,grade8
侮,<b>Meanings:</b> scorn; despise; make light of; contempt<br><br><b>On'yomi:</b> ブ<br><br><b>Kun'yomi:</b> あなど.る; あなず.る<br><br><b>Stats:</b> Strokes: 8 | Radical: 9 | Freq: #2004<br><br><b>Heisig:</b> RTK: #989 | RTK6: #1064,grade8
楓,<b>Meanings:</b> maple<br><br><b>On'yomi:</b> フウ<br><br><b>Kun'yomi:</b> かえで<br><br><b>Stats:</b> Strokes: 13 | Radical: 75<br><br><b>Heisig:</b> RTK: #2471 | RTK6: #2538,grade9
蕗,<b>Meanings:</b> butterbur; bog rhubarb<br><br><b>On'yomi:</b> ロ; ル<br><br><b>Kun'yomi:</b> ふき<br><br><b>Stats:</b> Strokes: 16 | Radical: 140<br><br><b>Heisig:</b> RTK: #2370 | RTK6: #2455,grade9
伏,<b>Meanings:</b> prostrated; bend down; bow; cover; lay (pipes)<br><br><b>On'yomi:</b> フク<br><br><b>Kun'yomi:</b> ふ.せる; ふ.す<br><br><b>Name readings:</b> ふし; ふせ<br><br><b>Stats:</b> Strokes: 6 | Radical: 9 | Freq: #1604<br><br><b>Heisig:</b> RTK: #962 | RTK6: #1035,grade8
覆,<b>Meanings:</b> capsize; cover; shade; mantle; be ruined<br><br><b>On'yomi:</b> フク<br><br><b>Kun'yomi:</b> おお.う; くつがえ.す; くつがえ.る<br><br><b>Stats:</b> Strokes: 18 | Radical: 146 | Freq: #1378<br><br><b>Heisig:</b> RTK: #1611 | RTK6: #1738,grade8
噴,<b>Meanings:</b> erupt; spout; emit; flush out<br><br><b>On'yomi:</b> フン<br><br><b>Kun'yomi:</b> ふ.く<br><br><b>Stats:</b> Strokes: 15 | Radical: 30 | Freq: #1270<br><br><b>Heisig:</b> RTK: #1197 | RTK6: #1281,grade8
墳,<b>Meanings:</b> tomb; mound<br><br><b>On'yomi:</b> フン<br><br><b>Stats:</b> Strokes: 15 | Radical: 32 | Freq: #1822<br><br><b>Heisig:</b> RTK: #1198 | RTK6: #1282,grade8
憤,<b>Meanings:</b> aroused; resent; be indignant; anger<br><br><b>On'yomi:</b> フン<br><br><b>Kun'yomi:</b> いきどお.る<br><br><b>Stats:</b> Strokes: 15 | Radical: 61 | Freq: #1863<br><br><b>Heisig:</b> RTK: #1199 | RTK6: #1283,grade8
奮,<b>Meanings:</b> stirred up; be invigorated; flourish<br><br><b>On'yomi:</b> フン<br><br><b>Kun'yomi:</b> ふる.う<br><br><b>Stats:</b> Strokes: 16 | Radical: 37 | Freq: #1521<br><br><b>Heisig:</b> RTK: #565 | RTK6: #607,grade6
紛,<b>Meanings:</b> distract; be mistaken for; go astray; divert<br><br><b>On'yomi:</b> フン<br><br><b>Kun'yomi:</b> まぎ.れる; -まぎ.れ; まぎ.らす; まぎ.らわす; まぎ.らわしい<br><br><b>Stats:</b> Strokes: 10 | Radical: 120 | Freq: #994<br><br><b>Heisig:</b> RTK: #1358 | RTK6: #1458,grade8
雰,<b>Meanings:</b> atmosphere; fog<br><br><b>On'yomi:</b> フン<br><br><b>Stats:</b> Strokes: 12 | Radical: 173 | Freq: #1341<br><br><b>Heisig:</b> RTK: #2028 | RTK6: #2184,grade8
丙,<b>Meanings:</b> third class; 3rd; 3rd calendar sign<br><br><b>On'yomi:</b> ヘイ<br><br><b>Kun'yomi:</b> ひのえ<br><br><b>Stats:</b> Strokes: 5 | Radical: 1<br><br><b>Heisig:</b> RTK: #1020 | RTK6: #1096,grade8
併,<b>Meanings:</b> join; get together; unite; collective<br><br><b>On'yomi:</b> ヘイ<br><br><b>Kun'yomi:</b> あわ.せる<br><br><b>Stats:</b> Strokes: 8 | Radical: 9 | Freq: #966<br><br><b>Heisig:</b> RTK: #1030 | RTK6: #1107,grade8
塀,<b>Meanings:</b> fence; wall; (kokuji)<br><br><b>On'yomi:</b> ヘイ; ベイ<br><br><b>Stats:</b> Strokes: 12 | Radical: 32 | Freq: #1991<br><br><b>Heisig:</b> RTK: #1056 | RTK6: #1136,grade8
幣,<b>Meanings:</b> cash; bad habit; humble prefix; gift; Shinto offerings of cloth; rope; cut paper<br><br><b>On'yomi:</b> ヘイ<br><br><b>Kun'yomi:</b> ぬさ<br><br><b>Name readings:</b> しで<br><br><b>Stats:</b> Strokes: 15 | Radical: 50 | Freq: #1803<br><br><b>Heisig:</b> RTK: #1040 | RTK6: #1118,grade8
弊,<b>Meanings:</b> abuse; evil; vice; breakage<br><br><b>On'yomi:</b> ヘイ<br><br><b>Stats:</b> Strokes: 15 | Radical: 55 | Freq: #1750<br><br><b>Heisig:</b> RTK: #1041 | RTK6: #1120,grade8
柄,<b>Meanings:</b> design; pattern; build; nature; character; handle; crank; grip; knob; shaft<br><br><b>On'yomi:</b> ヘイ<br><br><b>Kun'yomi:</b> がら; え; つか<br><br><b>Name readings:</b> から; ら<br><br><b>Stats:</b> Strokes: 9 | Radical: 75 | Freq: #1140<br><br><b>Heisig:</b> RTK: #1021 | RTK6: #1097,grade8
陛,<b>Meanings:</b> highness; steps (of throne)<br><br><b>On'yomi:</b> ヘイ<br><br><b>Stats:</b> Strokes: 10 | Radical: 170 | Freq: #1429<br><br><b>Heisig:</b> RTK: #1310 | RTK6: #1407,grade6
癖,<b>Meanings:</b> mannerism; habit; vice; trait; fault; kink<br><br><b>On'yomi:</b> ヘキ<br><br><b>Kun'yomi:</b> くせ; くせ.に<br><br><b>Stats:</b> Strokes: 18 | Radical: 104 | Freq: #1973<br><br><b>Heisig:</b> RTK: #1691 | RTK6: #1826,grade8
碧,<b>Meanings:</b> blue; green<br><br><b>On'yomi:</b> ヘキ; ヒャク<br><br><b>Name readings:</b> みどり; あお; たま<br><br><b>Stats:</b> Strokes: 14 | Radical: 112 | Freq: #2455<br><br><b>Heisig:</b> RTK: #2588 | RTK6: #2634,grade9
偏,<b>Meanings:</b> partial; side; left-side radical; inclining; biased<br><br><b>On'yomi:</b> ヘン<br><br><b>Kun'yomi:</b> かたよ.る<br><br><b>Stats:</b> Strokes: 11 | Radical: 9 | Freq: #1340<br><br><b>Heisig:</b> RTK: #1823 | RTK6: #1964,grade8
遍,<b>Meanings:</b> everywhere; times; widely; generally<br><br><b>On'yomi:</b> ヘン<br><br><b>Kun'yomi:</b> あまね.く<br><br><b>Stats:</b> Strokes: 12 | Radical: 162 | Freq: #1845<br><br><b>Heisig:</b> RTK: #1824 | RTK6: #1965,grade8
弁,<b>Meanings:</b> valve; petal; braid; speech; dialect; discrimination; dispose of; distinguish; conical cap<br><br><b>On'yomi:</b> ベン; ヘン<br><br><b>Kun'yomi:</b> かんむり; わきま.える; わ.ける; はなびら; あらそ.う<br><br><b>Name readings:</b> べ<br><br><b>Stats:</b> Strokes: 5 | Radical: 55 | Freq: #619<br><br><b>Heisig:</b> RTK: #742 | RTK6: #803,grade5
舗,<b>Meanings:</b> shop; store; pave<br><br><b>On'yomi:</b> ホ<br><br><b>Name readings:</b> き<br><br><b>Stats:</b> Strokes: 15 | Radical: 9 | Freq: #1412<br><br><b>Heisig:</b> RTK: #1839 | RTK6: #1982,grade8
甫,<b>Meanings:</b> for the first time; not until<br><br><b>On'yomi:</b> ホ; フ<br><br><b>Kun'yomi:</b> はじ.めて<br><br><b>Name readings:</b> はじめ; とし; なみ; すけ; よし<br><br><b>Stats:</b> Strokes: 7 | Radical: 101 | Freq: #2270<br><br><b>Heisig:</b> RTK: #2097,grade9
輔,<b>Meanings:</b> help<br><br><b>On'yomi:</b> ホ; フ<br><br><b>Kun'yomi:</b> たす.ける<br><br><b>Name readings:</b> すけ; たすく; ゆう<br><br><b>Stats:</b> Strokes: 14 | Radical: 159 | Freq: #1898<br><br><b>Heisig:</b> RTK: #2730 | RTK6: #2761,grade9
穂,<b>Meanings:</b> ear; ear (grain); head; crest (wave)<br><br><b>On'yomi:</b> スイ<br><br><b>Kun'yomi:</b> ほ<br><br><b>Name readings:</b> お; こう; のり; ほい<br><br><b>Stats:</b> Strokes: 15 | Radical: 115 | Freq: #1656<br><br><b>Heisig:</b> RTK: #909 | RTK6: #975,grade8
墓,<b>Meanings:</b> grave; tomb<br><br><b>On'yomi:</b> ボ<br><br><b>Kun'yomi:</b> はか<br><br><b>Stats:</b> Strokes: 13 | Radical: 32 | Freq: #1337<br><br><b>Heisig:</b> RTK: #231 | RTK6: #246,grade5
