kanji,back,tags
慧,<b>Meanings:</b> wise<br><br><b>On'yomi:</b> ケイ; エ<br><br><b>Kun'yomi:</b> さとい<br><br><b>Name readings:</b> さと; さとし; さとる; あきら; とし<br><br><b>Stats:</b> Strokes: 15 | Radical: 61 | Freq: #2168<br><br><b>Heisig:</b> RTK: #2851 | RTK6: #2866,grade9
憩,<b>Meanings:</b> recess; rest; relax; repose<br><br><b>On'yomi:</b> ケイ<br><br><b>Kun'yomi:</b> いこ.い; いこ.う<br><br><b>Stats:</b> Strokes: 16 | Radical: 61 | Freq: #1731<br><br><b>Heisig:</b> RTK: #611 | RTK6: #658,grade8
掲,<b>Meanings:</b> put up (a notice); put up; hoist; display; hang out; publish; describe<br><br><b>On'yomi:</b> ケイ<br><br><b>Kun'yomi:</b> かか.げる<br><br><b>Stats:</b> Strokes: 11 | Radical: 64 | Freq: #899<br><br><b>Heisig:</b> RTK: #673 | RTK6: #726,grade8
携,<b>Meanings:</b> portable; carry (in hand); armed with; bring along<br><br><b>On'yomi:</b> ケイ<br><br><b>Kun'yomi:</b> たずさ.える; たずさ.わる<br><br><b>Stats:</b> Strokes: 13 | Radical: 64 | Freq: #1017<br><br><b>Heisig:</b> RTK: #687 | RTK6: #742,grade8
桂,<b>Meanings:</b> Japanese Judas-tree; cinnamon tree<br><br><b>On'yomi:</b> ケイ<br><br><b>Kun'yomi:</b> かつら<br><br><b>Name readings:</b> かつ; よし; か<br><br><b>Stats:</b> Strokes: 10 | Radical: 75 | Freq: #1651<br><br><b>Heisig:</b> RTK: #198 | RTK6: #210,grade9
渓,<b>Meanings:</b> mountain stream; valley<br><br><b>On'yomi:</b> ケイ<br><br><b>Kun'yomi:</b> たに; たにがわ<br><br><b>Stats:</b> Strokes: 11 | Radical: 85 | Freq: #2063<br><br><b>Heisig:</b> RTK: #840 | RTK6: #903,grade8
系,<b>Meanings:</b> lineage; system<br><br><b>On'yomi:</b> ケイ<br><br><b>Stats:</b> Strokes: 7 | Radical: 120 | Freq: #567<br><br><b>Heisig:</b> RTK: #1391 | RTK6: #1492,grade6
継,<b>Meanings:</b> inherit; succeed; continue; patch; graft (tree)<br><br><b>On'yomi:</b> ケイ<br><br><b>Kun'yomi:</b> つ.ぐ; まま-<br><br><b>Stats:</b> Strokes: 13 | Radical: 120 | Freq: #743<br><br><b>Heisig:</b> RTK: #1370 | RTK6: #1470,grade8
茎,<b>Meanings:</b> stalk; stem<br><br><b>On'yomi:</b> ケイ; キョウ<br><br><b>Kun'yomi:</b> くき<br><br><b>Stats:</b> Strokes: 8 | Radical: 140 | Freq: #2013<br><br><b>Heisig:</b> RTK: #715 | RTK6: #772,grade8
蛍,<b>Meanings:</b> lightning-bug; firefly<br><br><b>On'yomi:</b> ケイ<br><br><b>Kun'yomi:</b> ほたる<br><br><b>Stats:</b> Strokes: 11 | Radical: 142 | Freq: #2031<br><br><b>Heisig:</b> RTK: #518 | RTK6: #557,grade8
鶏,<b>Meanings:</b> chicken<br><br><b>On'yomi:</b> ケイ<br><br><b>Kun'yomi:</b> にわとり; とり<br><br><b>Stats:</b> Strokes: 19 | Radical: 196 | Freq: #1901<br><br><b>Heisig:</b> RTK: #1947 | RTK6: #2097,grade8
鯨,<b>Meanings:</b> whale<br><br><b>On'yomi:</b> ゲイ<br><br><b>Kun'yomi:</b> くじら<br><br><b>Stats:</b> Strokes: 19 | Radical: 195 | Freq: #1486<br><br><b>Heisig:</b> RTK: #315 | RTK6: #337,grade8
撃,<b>Meanings:</b> beat; attack; defeat; conquer<br><br><b>On'yomi:</b> ゲキ<br><br><b>Kun'yomi:</b> う.つ<br><br><b>Stats:</b> Strokes: 15 | Radical: 64 | Freq: #473<br><br><b>Heisig:</b> RTK: #709 | RTK6: #766,grade8
激,<b>Meanings:</b> violent; get excited; enraged; chafe; incite<br><br><b>On'yomi:</b> ゲキ<br><br><b>Kun'yomi:</b> はげ.しい<br><br><b>Stats:</b> Strokes: 16 | Radical: 85 | Freq: #560<br><br><b>Heisig:</b> RTK: #497 | RTK6: #536,grade6
傑,<b>Meanings:</b> greatness; excellence<br><br><b>On'yomi:</b> ケツ<br><br><b>Kun'yomi:</b> すぐ.れる<br><br><b>Name readings:</b> すぐ; たけ; まさ<br><br><b>Stats:</b> Strokes: 13 | Radical: 9 | Freq: #1926<br><br><b>Heisig:</b> RTK: #999 | RTK6: #1074,grade8
潔,<b>Meanings:</b> undefiled; pure; clean; righteous; gallant<br><br><b>On'yomi:</b> ケツ<br><br><b>Kun'yomi:</b> いさぎよ.い<br><br><b>Name readings:</b> きよ; きよし<br><br><b>Stats:</b> Strokes: 15 | Radical: 85 | Freq: #1595<br><br><b>Heisig:</b> RTK: #1548 | RTK6: #1668,grade5
穴,<b>Meanings:</b> hole; aperture; slit; cave; den<br><br><b>On'yomi:</b> ケツ<br><br><b>Kun'yomi:</b> あな<br><br><b>Name readings:</b> けな; しし; な<br><br><b>Stats:</b> Strokes: 5 | Radical: 116 | Freq: #1366<br><br><b>Heisig:</b> RTK: #1316 | RTK6: #1413,grade6
倹,<b>Meanings:</b> frugal; economy; thrifty<br><br><b>On'yomi:</b> ケン<br><br><b>Kun'yomi:</b> つま.しい; つづまやか<br><br><b>Stats:</b> Strokes: 10 | Radical: 9 | Freq: #2479<br><br><b>Heisig:</b> RTK: #1674 | RTK6: #1804,grade8
兼,<b>Meanings:</b> concurrently; and; beforehand; in advance<br><br><b>On'yomi:</b> ケン<br><br><b>Kun'yomi:</b> か.ねる; -か.ねる<br><br><b>Name readings:</b> かね<br><br><b>Stats:</b> Strokes: 10 | Radical: 12 | Freq: #1164<br><br><b>Heisig:</b> RTK: #1597 | RTK6: #1723,grade8
剣,<b>Meanings:</b> sabre; sword; blade; clock hand<br><br><b>On'yomi:</b> ケン<br><br><b>Kun'yomi:</b> つるぎ<br><br><b>Stats:</b> Strokes: 10 | Radical: 18 | Freq: #1305<br><br><b>Heisig:</b> RTK: #1671 | RTK6: #1801,grade8
圏,<b>Meanings:</b> sphere; circle; radius; range<br><br><b>On'yomi:</b> ケン<br><br><b>Kun'yomi:</b> かこ.い<br><br><b>Stats:</b> Strokes: 12 | Radical: 31 | Freq: #1216<br><br><b>Heisig:</b> RTK: #1208 | RTK6: #1293,grade8
堅,<b>Meanings:</b> strict; hard; solid; tough; tight; reliable<br><br><b>On'yomi:</b> ケン<br><br><b>Kun'yomi:</b> かた.い; -がた.い<br><br><b>Name readings:</b> きん<br><br><b>Stats:</b> Strokes: 12 | Radical: 32 | Freq: #1049<br><br><b>Heisig:</b> RTK: #853 | RTK6: #917,grade8
嫌,<b>Meanings:</b> dislike; detest; hate<br><br><b>On'yomi:</b> ケン; ゲン<br><br><b>Kun'yomi:</b> きら.う; きら.い; いや<br><br><b>Stats:</b> Strokes: 13 | Radical: 38 | Freq: #1207<br><br><b>Heisig:</b> RTK: #1598 | RTK6: #1724,grade8
憲,<b>Meanings:</b> constitution; law<br><br><b>On'yomi:</b> ケン<br><br><b>Name readings:</b> かず; のり; よし<br><br><b>Stats:</b> Strokes: 16 | Radical: 61 | Freq: #551<br><br><b>Heisig:</b> RTK: #1554 | RTK6: #1674,grade6
懸,<b>Meanings:</b> state of suspension; hang; depend; consult; distant; far apart<br><br><b>On'yomi:</b> ケン; ケ<br><br><b>Kun'yomi:</b> か.ける; か.かる<br><br><b>Stats:</b> Strokes: 20 | Radical: 61 | Freq: #889<br><br><b>Heisig:</b> RTK: #1394 | RTK6: #1495,grade8
拳,<b>Meanings:</b> fist<br><br><b>On'yomi:</b> ケン; ゲン<br><br><b>Kun'yomi:</b> こぶし<br><br><b>Stats:</b> Strokes: 10 | Radical: 64 | Freq: #1935<br><br><b>Heisig:</b> RTK: #2917 | RTK6: #1290,grade8
献,<b>Meanings:</b> offering; counter for drinks; present; offer<br><br><b>On'yomi:</b> ケン; コン<br><br><b>Kun'yomi:</b> たてまつ.る<br><br><b>Stats:</b> Strokes: 13 | Radical: 94 | Freq: #637<br><br><b>Heisig:</b> RTK: #1615 | RTK6: #1742,grade8
絹,<b>Meanings:</b> silk<br><br><b>On'yomi:</b> ケン<br><br><b>Kun'yomi:</b> きぬ<br><br><b>Stats:</b> Strokes: 13 | Radical: 120 | Freq: #1916<br><br><b>Heisig:</b> RTK: #1368 | RTK6: #1468,grade6
謙,<b>Meanings:</b> self-effacing; humble oneself; condescend; be modest<br><br><b>On'yomi:</b> ケン<br><br><b>Kun'yomi:</b> へりくだ.る<br><br><b>Name readings:</b> かね; ゆずる<br><br><b>Stats:</b> Strokes: 17 | Radical: 149 | Freq: #1582<br><br><b>Heisig:</b> RTK: #1600 | RTK6: #1726,grade8
遣,<b>Meanings:</b> dispatch; despatch; send; give; donate; do; undertake<br><br><b>On'yomi:</b> ケン<br><br><b>Kun'yomi:</b> つか.う; -つか.い; -づか.い; つか.わす; や.る<br><br><b>Stats:</b> Strokes: 13 | Radical: 162 | Freq: #664<br><br><b>Heisig:</b> RTK: #1773 | RTK6: #1910,grade8
顕,<b>Meanings:</b> appear; existing<br><br><b>On'yomi:</b> ケン<br><br><b>Kun'yomi:</b> あきらか; あらわ.れる<br><br><b>Name readings:</b> あき; あきら<br><br><b>Stats:</b> Strokes: 18 | Radical: 181 | Freq: #1536<br><br><b>Heisig:</b> RTK: #1789 | RTK6: #1928,grade8
厳,<b>Meanings:</b> stern; strictness; severity; rigidity<br><br><b>On'yomi:</b> ゲン; ゴン<br><br><b>Kun'yomi:</b> おごそ.か; きび.しい; いか.めしい; いつくし<br><br><b>Name readings:</b> いつ; いづ; きゅうら; とし<br><br><b>Stats:</b> Strokes: 17 | Radical: 27 | Freq: #638<br><br><b>Heisig:</b> RTK: #1936 | RTK6: #2086,grade6
幻,<b>Meanings:</b> phantasm; vision; dream; illusion; apparition<br><br><b>On'yomi:</b> ゲン<br><br><b>Kun'yomi:</b> まぼろし<br><br><b>Stats:</b> Strokes: 4 | Radical: 52 | Freq: #1564<br><br><b>Heisig:</b> RTK: #1862 | RTK6: #2006,grade8
弦,<b>Meanings:</b> bowstring; chord; hypotenuse<br><br><b>On'yomi:</b> ゲン<br><br><b>Kun'yomi:</b> つる<br><br><b>Stats:</b> Strokes: 8 | Radical: 57 | Freq: #1773<br><br><b>Heisig:</b> RTK: #1386 | RTK6: #1487,grade8
源,<b>Meanings:</b> source; origin<br><br><b>On'yomi:</b> ゲン<br><br><b>Kun'yomi:</b> みなもと<br><br><b>Name readings:</b> はら; みな; もと<br><br><b>Stats:</b> Strokes: 13 | Radical: 85 | Freq: #738<br><br><b>Heisig:</b> RTK: #142 | RTK6: #153,grade6
玄,<b>Meanings:</b> mysterious; occultness; black; deep; profound<br><br><b>On'yomi:</b> ゲン<br><br><b>Kun'yomi:</b> くろ; くろ.い<br><br><b>Name readings:</b> けん; はる; はるか<br><br><b>Stats:</b> Strokes: 5 | Radical: 95 | Freq: #1409<br><br><b>Heisig:</b> RTK: #1383 | RTK6: #1484,grade8
絃,<b>Meanings:</b> string; cord; samisen music<br><br><b>On'yomi:</b> ゲン<br><br><b>Kun'yomi:</b> いと<br><br><b>Stats:</b> Strokes: 11 | Radical: 120<br><br><b>Heisig:</b> RTK: #2669 | RTK6: #2711,grade9
孤,<b>Meanings:</b> orphan; alone<br><br><b>On'yomi:</b> コ<br><br><b>Stats:</b> Strokes: 9 | Radical: 39 | Freq: #1239<br><br><b>Heisig:</b> RTK: #1879 | RTK6: #2024,grade8
己,<b>Meanings:</b> self<br><br><b>On'yomi:</b> コ; キ<br><br><b>Kun'yomi:</b> おのれ; つちのと; な<br><br><b>Name readings:</b> し; み<br><br><b>Stats:</b> Strokes: 3 | Radical: 49 | Freq: #1098<br><br><b>Heisig:</b> RTK: #525 | RTK6: #564,grade6
弧,<b>Meanings:</b> arc; arch; bow<br><br><b>On'yomi:</b> コ<br><br><b>Stats:</b> Strokes: 9 | Radical: 57 | Freq: #2371<br><br><b>Heisig:</b> RTK: #1878 | RTK6: #2023,grade8
胡,<b>Meanings:</b> barbarian; foreign<br><br><b>On'yomi:</b> ウ; コ; ゴ<br><br><b>Kun'yomi:</b> なんぞ<br><br><b>Name readings:</b> えびす; くる<br><br><b>Stats:</b> Strokes: 9 | Radical: 130 | Freq: #1995<br><br><b>Heisig:</b> RTK: #2470 | RTK6: #2537,grade9
虎,<b>Meanings:</b> tiger; drunkard<br><br><b>On'yomi:</b> コ<br><br><b>Kun'yomi:</b> とら<br><br><b>Name readings:</b> たけ<br><br><b>Stats:</b> Strokes: 8 | Radical: 141 | Freq: #1653<br><br><b>Heisig:</b> RTK: #1990 | RTK6: #2145,grade8
誇,<b>Meanings:</b> boast; be proud; pride; triumphantly<br><br><b>On'yomi:</b> コ<br><br><b>Kun'yomi:</b> ほこ.る<br><br><b>Stats:</b> Strokes: 13 | Radical: 149 | Freq: #1272<br><br><b>Heisig:</b> RTK: #1244 | RTK6: #1332,grade8
顧,<b>Meanings:</b> look back; review; examine oneself; turn around<br><br><b>On'yomi:</b> コ<br><br><b>Kun'yomi:</b> かえり.みる<br><br><b>Name readings:</b> たか; み<br><br><b>Stats:</b> Strokes: 21 | Radical: 181 | Freq: #1058<br><br><b>Heisig:</b> RTK: #1084 | RTK6: #1165,grade8
鼓,<b>Meanings:</b> drum; beat; rouse; muster<br><br><b>On'yomi:</b> コ<br><br><b>Kun'yomi:</b> つづみ<br><br><b>Stats:</b> Strokes: 13 | Radical: 207 | Freq: #1795<br><br><b>Heisig:</b> RTK: #1444 | RTK6: #1552,grade8
伍,<b>Meanings:</b> five; five-man squad; file; line<br><br><b>On'yomi:</b> ゴ<br><br><b>Kun'yomi:</b> いつつ<br><br><b>Name readings:</b> くみ; あつむ<br><br><b>Stats:</b> Strokes: 6 | Radical: 9 | Freq: #1881<br><br><b>Heisig:</b> RTK: #2967 | RTK6: #2972,grade9
呉,<b>Meanings:</b> give; do something for; kingdom of Wu<br><br><b>On'yomi:</b> ゴ<br><br><b>Kun'yomi:</b> く.れる; くれ<br><br><b>Name readings:</b> ぐ<br><br><b>Stats:</b> Strokes: 7 | Radical: 30 | Freq: #1729<br><br><b>Heisig:</b> RTK: #1897 | RTK6: #2046,grade8
吾,<b>Meanings:</b> I; my; our; one's own<br><br><b>On'yomi:</b> ゴ<br><br><b>Kun'yomi:</b> われ; わが-; あ-<br><br><b>Name readings:</b> あ; あが<br><br><b>Stats:</b> Strokes: 7 | Radical: 30 | Freq: #1828<br><br><b>Heisig:</b> RTK: #17 | RTK6: #17,grade9
娯,<b>Meanings:</b> recreation; pleasure<br><br><b>On'yomi:</b> ゴ<br><br><b>Stats:</b> Strokes: 10 | Radical: 38 | Freq: #1827<br><br><b>Heisig:</b> RTK: #1898 | RTK6: #2047,grade8
悟,<b>Meanings:</b> enlightenment; perceive; discern; realize; understand<br><br><b>On'yomi:</b> ゴ<br><br><b>Kun'yomi:</b> さと.る<br><br><b>Stats:</b> Strokes: 10 | Radical: 61 | Freq: #1411<br><br><b>Heisig:</b> RTK: #622 | RTK6: #669,grade8
梧,<b>Meanings:</b> Chinese parasol tree; phoenix tree<br><br><b>On'yomi:</b> ゴ<br><br><b>Kun'yomi:</b> あおぎり<br><br><b>Stats:</b> Strokes: 11 | Radical: 75<br><br><b>Heisig:</b> RTK: #3003,grade9
瑚,<b>Meanings:</b> ancestral offering receptacle; coral<br><br><b>On'yomi:</b> コ; ゴ<br><br><b>Stats:</b> Strokes: 13 | Radical: 96<br><br><b>Heisig:</b> RTK: #2562 | RTK6: #2615,grade9
碁,<b>Meanings:</b> Go<br><br><b>On'yomi:</b> ゴ<br><br><b>Stats:</b> Strokes: 13 | Radical: 112 | Freq: #1609<br><br><b>Heisig:</b> RTK: #1766 | RTK6: #1903,grade8
護,<b>Meanings:</b> safeguard; protect<br><br><b>On'yomi:</b> ゴ<br><br><b>Kun'yomi:</b> まも.る<br><br><b>Name readings:</b> もり<br><br><b>Stats:</b> Strokes: 20 | Radical: 149 | Freq: #351<br><br><b>Heisig:</b> RTK: #700 | RTK6: #756,grade5
鯉,<b>Meanings:</b> carp<br><br><b>On'yomi:</b> リ<br><br><b>Kun'yomi:</b> こい<br><br><b>Stats:</b> Strokes: 18 | Radical: 195 | Freq: #2369<br><br><b>Heisig:</b> RTK: #176 | RTK6: #188,grade9
侯,<b>Meanings:</b> marquis; lord; daimyo<br><br><b>On'yomi:</b> コウ<br><br><b>Stats:</b> Strokes: 9 | Radical: 9 | Freq: #2363<br><br><b>Heisig:</b> RTK: #1639 | RTK6: #1767,grade8
倖,<b>Meanings:</b> happiness; luck<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> しあわ.せ; さいわ.い<br><br><b>Stats:</b> Strokes: 10 | Radical: 9<br><br><b>Heisig:</b> RTK: #2119,grade9
功,<b>Meanings:</b> achievement; merits; success; honor; credit<br><br><b>On'yomi:</b> コウ; ク<br><br><b>Kun'yomi:</b> いさお<br><br><b>Name readings:</b> いさ; かつ; くぬ; ぐう; こと; つとむ; とし; のり; よし<br><br><b>Stats:</b> Strokes: 5 | Radical: 19 | Freq: #857<br><br><b>Heisig:</b> RTK: #863 | RTK6: #927,grade4
后,<b>Meanings:</b> empress; queen; after; behind; back; later<br><br><b>On'yomi:</b> コウ; ゴ<br><br><b>Kun'yomi:</b> きさき<br><br><b>Stats:</b> Strokes: 6 | Radical: 30 | Freq: #1583<br><br><b>Heisig:</b> RTK: #1861 | RTK6: #2005,grade6
坑,<b>Meanings:</b> pit; hole<br><br><b>On'yomi:</b> コウ<br><br><b>Stats:</b> Strokes: 7 | Radical: 32 | Freq: #2040<br><br><b>Heisig:</b> RTK: #306 | RTK6: #328,grade8
孔,<b>Meanings:</b> cavity; hole; slit; very; great; exceedingly<br><br><b>On'yomi:</b> コウ; ク<br><br><b>Kun'yomi:</b> あな<br><br><b>Name readings:</b> のり<br><br><b>Stats:</b> Strokes: 4 | Radical: 39 | Freq: #2052<br><br><b>Heisig:</b> RTK: #96 | RTK6: #100,grade8
孝,<b>Meanings:</b> filial piety; child's respect<br><br><b>On'yomi:</b> コウ; キョウ<br><br><b>Name readings:</b> たか; たかし; のり; よし<br><br><b>Stats:</b> Strokes: 7 | Radical: 39 | Freq: #1030<br><br><b>Heisig:</b> RTK: #1253 | RTK6: #1342,grade6
宏,<b>Meanings:</b> wide; large<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> ひろ.い<br><br><b>Name readings:</b> あつ; ひろ; ひろし<br><br><b>Stats:</b> Strokes: 7 | Radical: 40 | Freq: #1277<br><br><b>Heisig:</b> RTK: #2212 | RTK6: #2324,grade9
巧,<b>Meanings:</b> adroit; skilled; ingenuity<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> たく.み; たく.む; うま.い<br><br><b>Name readings:</b> かつ; たくみ; よし<br><br><b>Stats:</b> Strokes: 5 | Radical: 48 | Freq: #1537<br><br><b>Heisig:</b> RTK: #1241 | RTK6: #1329,grade8
弘,<b>Meanings:</b> vast; broad; wide<br><br><b>On'yomi:</b> コウ; グ<br><br><b>Kun'yomi:</b> ひろ.い<br><br><b>Name readings:</b> ひろ; ひろし; ひろむ; みつ; お; こお<br><br><b>Stats:</b> Strokes: 5 | Radical: 57 | Freq: #1059<br><br><b>Heisig:</b> RTK: #1234 | RTK6: #1320,grade9
恒,<b>Meanings:</b> constancy; always<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> つね; つねに<br><br><b>Name readings:</b> のぶ; ひさ; ひさし<br><br><b>Stats:</b> Strokes: 9 | Radical: 61 | Freq: #1314<br><br><b>Heisig:</b> RTK: #620 | RTK6: #667,grade8
慌,<b>Meanings:</b> disconcerted; be confused; lose one's head<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> あわ.てる; あわ.ただしい<br><br><b>Stats:</b> Strokes: 12 | Radical: 61 | Freq: #1826<br><br><b>Heisig:</b> RTK: #624 | RTK6: #671,grade8
抗,<b>Meanings:</b> confront; resist; defy; oppose<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> あらが.う<br><br><b>Stats:</b> Strokes: 7 | Radical: 64 | Freq: #666<br><br><b>Heisig:</b> RTK: #648 | RTK6: #700,grade8
拘,<b>Meanings:</b> arrest; seize; concerned; adhere to; despite<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> かか.わる<br><br><b>Stats:</b> Strokes: 8 | Radical: 64 | Freq: #1336<br><br><b>Heisig:</b> RTK: #654 | RTK6: #706,grade8
控,<b>Meanings:</b> withdraw; draw in; hold back; refrain from; be moderate<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> ひか.える; ひか.え<br><br><b>Stats:</b> Strokes: 11 | Radical: 64 | Freq: #1000<br><br><b>Heisig:</b> RTK: #1318 | RTK6: #1415,grade8
攻,<b>Meanings:</b> aggression; attack; criticize; polish<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> せ.める<br><br><b>Name readings:</b> おさむ<br><br><b>Stats:</b> Strokes: 7 | Radical: 66 | Freq: #532<br><br><b>Heisig:</b> RTK: #330 | RTK6: #352,grade8
昂,<b>Meanings:</b> rise<br><br><b>On'yomi:</b> コウ; ゴウ<br><br><b>Kun'yomi:</b> あ.がる; たか.い; たか.ぶる<br><br><b>Name readings:</b> あき; あきら; たか; たかし; のぼる<br><br><b>Stats:</b> Strokes: 8 | Radical: 72<br><br><b>Heisig:</b> RTK: #2449 | RTK6: #2525,grade9
晃,<b>Meanings:</b> clear<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> あきらか<br><br><b>Name readings:</b> あき; あきら; てる; ひかる; みつ<br><br><b>Stats:</b> Strokes: 10 | Radical: 72 | Freq: #1666<br><br><b>Heisig:</b> RTK: #2446 | RTK6: #2522,grade9
江,<b>Meanings:</b> creek; inlet; bay<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> え<br><br><b>Name readings:</b> くん; とうみ; み; りえ<br><br><b>Stats:</b> Strokes: 6 | Radical: 85 | Freq: #704<br><br><b>Heisig:</b> RTK: #139 | RTK6: #148,grade8
洪,<b>Meanings:</b> deluge; flood; vast<br><br><b>On'yomi:</b> コウ<br><br><b>Name readings:</b> ほん<br><br><b>Stats:</b> Strokes: 9 | Radical: 85 | Freq: #1778<br><br><b>Heisig:</b> RTK: #1799 | RTK6: #1939,grade8
浩,<b>Meanings:</b> wide expanse; abundance; vigorous<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> おおき.い; ひろ.い<br><br><b>Name readings:</b> ひろ; ひろし; ゆたか; こお<br><br><b>Stats:</b> Strokes: 10 | Radical: 85 | Freq: #1149<br><br><b>Heisig:</b> RTK: #2311 | RTK6: #2404,grade9
溝,<b>Meanings:</b> gutter; ditch; sewer; drain; 10**32<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> みぞ<br><br><b>Name readings:</b> どぶ<br><br><b>Stats:</b> Strokes: 13 | Radical: 85 | Freq: #1736<br><br><b>Heisig:</b> RTK: #1819 | RTK6: #1960,grade8
甲,<b>Meanings:</b> armor; high (voice); A grade; first class; former; instep; carapace<br><br><b>On'yomi:</b> コウ; カン<br><br><b>Kun'yomi:</b> きのえ<br><br><b>Name readings:</b> かぶと; き; まさ; まさる<br><br><b>Stats:</b> Strokes: 5 | Radical: 102 | Freq: #1073<br><br><b>Heisig:</b> RTK: #1113 | RTK6: #1194,grade8
皇,<b>Meanings:</b> emperor<br><br><b>On'yomi:</b> コウ; オウ<br><br><b>Name readings:</b> おうじ; おお; み<br><br><b>Stats:</b> Strokes: 9 | Radical: 106 | Freq: #721<br><br><b>Heisig:</b> RTK: #261 | RTK6: #279,grade6
稿,<b>Meanings:</b> draft; copy; manuscript; straw<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> わら; したがき<br><br><b>Stats:</b> Strokes: 15 | Radical: 115 | Freq: #1400<br><br><b>Heisig:</b> RTK: #892 | RTK6: #958,grade8
紘,<b>Meanings:</b> large<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> おおづな; つな; つなぐ<br><br><b>Name readings:</b> ひろ; ひろし<br><br><b>Stats:</b> Strokes: 10 | Radical: 120 | Freq: #1685<br><br><b>Heisig:</b> RTK: #2662 | RTK6: #2704,grade9
絞,<b>Meanings:</b> strangle; constrict; wring<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> しぼ.る; し.める; し.まる<br><br><b>Stats:</b> Strokes: 12 | Radical: 120 | Freq: #1288<br><br><b>Heisig:</b> RTK: #1348 | RTK6: #1448,grade8
綱,<b>Meanings:</b> hawser; class (genus); rope; cord; cable<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> つな<br><br><b>Stats:</b> Strokes: 14 | Radical: 120 | Freq: #1053<br><br><b>Heisig:</b> RTK: #1963 | RTK6: #2114,grade8
衡,<b>Meanings:</b> equilibrium; measuring rod; scale<br><br><b>On'yomi:</b> コウ<br><br><b>Name readings:</b> ひら<br><br><b>Stats:</b> Strokes: 16 | Radical: 144 | Freq: #1847<br><br><b>Heisig:</b> RTK: #891 | RTK6: #957,grade8
